id,from_x,from_y,to_x,to_y,length,out_ang,num_lanes,c_x,c_y,cluster,grid_x,grid_y,grid_nb
750,431839.7177679601,4581453.3580509005,431845.7270586002,4581524.957589357,71.59876049611027,-1.5709260872909154,2,431842.72241328016,4581489.157820129,1,1962.0,20824.0,170
751,431840.93264694,4581325.594070879,431848.2072100839,4581428.492404122,102.83184341743426,-1.5583968889744404,2,431844.569928512,4581377.0432375,1,1962.0,20824.0,170
752,431841.5128465693,4581094.281499172,431848.6944024665,4581293.81438353,199.5008454008735,-1.5767194498483357,2,431845.1036245179,4581194.047941351,1,1962.0,20823.0,169
753,431850.7192028057,4581053.249162114,431866.737381463,4581069.091754953,10.62081443315392,2.2660498146792967,4,431858.72829213436,4581061.170458534,1,1962.0,20823.0,169
754,431812.7756702047,4581050.142541166,431827.7438467711,4581064.26511405,10.53622415265274,-1.9353996244541096,4,431820.2597584879,4581057.203827608,1,1962.0,20822.0,168
755,432263.27431808045,4581473.55878275,432381.6319501354,4581594.57432952,163.2744848156738,-2.3442442094112947,2,432322.4531341079,4581534.066556135,1,1965.0,20825.0,198
756,432132.1266014117,4581341.695378125,432246.7494830368,4581457.517856582,156.95204954638572,-2.350575172528472,2,432189.43804222427,4581399.606617354,1,1964.0,20824.0,189
757,432002.55159054574,4581209.312401903,432096.87336068286,4581304.444587781,127.96565570885822,-2.351496015271856,2,432049.7124756143,4581256.878494842,1,1963.0,20823.0,179
758,431880.59563261067,4581085.462248026,431982.1507439256,4581186.267346896,137.09144782842853,-2.36024006556125,2,431931.37318826816,4581135.864797462,1,1963.0,20823.0,179
759,431876.70116151695,4581064.398567031,431983.4318483053,4581171.6471580025,145.30672115916232,0.7880269955071786,2,431930.0665049111,4581118.022862516,1,1963.0,20823.0,179
760,432007.7314495872,4581195.208407763,432110.3516202769,4581299.5090641305,140.3208457985962,0.794244878973748,2,432059.0415349321,4581247.358735947,1,1963.0,20823.0,179
761,432137.2978252617,4581328.947031851,432249.9745128606,4581440.688156741,152.68897079336597,0.7808883152845159,2,432193.6361690612,4581384.817594295,1,1964.0,20824.0,189
762,432389.22038028593,4581547.604586308,432397.4433365794,4581585.645547735,37.75211874210977,1.5116004274122607,2,432393.3318584327,4581566.625067022,1,1965.0,20825.0,198
763,431815.8949972585,4581019.938960174,431830.9469783452,4581035.327626179,9.634650816532124,-0.684577533743057,4,431823.42098780186,4581027.633293176,1,1962.0,20822.0,168
764,431849.02119594393,4581020.366023652,431868.6221642592,4581040.042173271,15.775869492381318,0.7994778254686521,4,431858.82168010157,4581030.204098461,1,1962.0,20822.0,168
765,431864.7358736452,4581077.38035571,431883.9305135126,4581090.331900327,18.34132374382336,-2.7220020335757646,2,431874.3331935789,4581083.856128018,1,1963.0,20823.0,179
766,431835.8843456173,4581062.557587327,431846.5966681289,4581075.196280119,9.930223451998964,3.074505943349489,4,431841.2405068731,4581068.876933724,1,1962.0,20823.0,169
767,431831.5846164113,4581077.677280981,431846.96687971416,4581096.024801118,18.210188441998817,-2.183617517248723,2,431839.27574806276,4581086.85104105,1,1962.0,20823.0,169
768,431748.4602914783,4580936.610546086,431827.2685095543,4581014.104502987,98.52870269979688,0.7746579023451888,4,431787.8644005163,4580975.357524537,1,1962.0,20822.0,168
769,431734.5035316396,4580952.843615838,431812.8755258178,4581031.476214922,99.01926150009636,-2.3540768483053256,4,431773.6895287287,4580992.15991538,1,1962.0,20822.0,168
803,431734.16602866864,4581041.917257057,431807.2060291615,4581051.036593475,73.0253889456227,3.1399583111602447,3,431770.6860289151,4581046.476925266,1,1962.0,20822.0,168
980,429107.55623903376,4583392.971404862,429116.7538321766,4583408.560983224,15.475506365630318,-1.5579800926071734,3,429112.1550356052,4583400.766194043,2,1950.0,20833.0,62
981,430319.3250703716,4582789.386753428,430342.8100290588,4582806.800592447,23.799505458816547,-0.5418139887181802,2,430331.06754971517,4582798.093672937,3,1956.0,20830.0,120
982,431956.777534654,4582005.060173257,431980.7245478373,4582014.147243032,23.91438136273385,-0.0036434019116578,3,431968.75104124565,4582009.603708144,1,1963.0,20827.0,183
983,431847.77260634885,4581704.443523576,431859.8587575109,4581717.734126048,13.212406250621004,1.5773362711936325,4,431853.8156819299,4581711.088824812,1,1962.0,20825.0,171
989,430326.0111555533,4581523.156191304,430329.6937947197,4581566.000462282,42.8018478161609,1.5548378999507892,1,430327.8524751365,4581544.578326793,3,1956.0,20825.0,115
990,431844.792675676,4582019.102257283,431851.382016222,4582044.97123702,25.73800942067028,1.547835186493696,2,431848.087345949,4582032.036747152,1,1962.0,20827.0,173
991,428361.98793688015,4581709.576877184,428368.186863507,4581719.054010911,9.350752754077666,-1.549373591958099,2,428365.08740019356,4581714.315444048,0,1947.0,20825.0,18
992,428493.702178634,4581737.411620772,428505.7794252371,4581749.340677751,11.850831639961822,1.5773362711830574,4,428499.74080193555,4581743.376149261,0,1947.0,20826.0,19
993,428629.4810376384,4581708.392157195,428635.5324248167,4581720.780338129,12.363324214603972,-1.5749569601607023,2,428632.5067312275,4581714.586247662,0,1948.0,20825.0,28
994,428765.2350216944,4581737.422654283,428771.26679335977,4581747.679398655,10.238157236763008,1.5739024189548392,2,428768.25090752705,4581742.551026469,0,1948.0,20826.0,29
995,428896.8055147987,4581708.32290776,428906.543766045,4581721.8264603,13.003991640160947,-1.5128303308700628,3,428901.6746404219,4581715.074684029,0,1949.0,20825.0,40
996,429030.3285842493,4581709.763322287,429039.8062690954,4581721.741904828,11.612416753188096,-1.5289706187435448,3,429035.0674266723,4581715.7526135575,0,1950.0,20825.0,54
