id,from_x,from_y,to_x,to_y,length,out_ang,num_lanes
12842,429259.64048391505,4583259.896060521,429431.00402213313,4583351.022862402,186.84212208118123,-0.46069845703371337,3
12843,429444.8252581074,4583192.033122916,429567.831095015,4583258.009128694,132.3941805677054,-0.4524742374250373,3
12844,429580.71543339157,4583126.079476182,429700.8092242647,4583192.241846943,129.8008094812181,-0.4642173303336199,3
12846,429165.6371395081,4583491.326347248,429175.8287048411,4583530.990421438,39.78263949903924,1.7538482386126595,1
12847,429122.14948234597,4583487.678011404,429136.30704538955,4583528.653145503,40.605041397411405,-1.3653461819707187,2
13188,429434.8750486236,4583295.883969152,429442.8245390344,4583381.233647988,85.2346692580132,1.5479038467675252,2
13189,429505.04053906404,4583261.2748562265,429508.4774790806,4583371.926837751,110.64099625261657,1.574745717741884,1
13212,429010.7344209154,4580714.523712052,429042.9781014426,4580746.520446186,36.425753568222895,-0.7790312043683961,3
13213,429028.1663250202,4580682.686917732,429098.58974032465,4580752.376618533,90.0769630387815,2.36259357103087,3
13214,429091.44646182907,4580655.065235093,429104.23541561066,4580667.852798595,9.08649699338288,-0.7740324784225399,3
13215,428884.87909860647,4580834.82690089,428923.3342108102,4580872.947682486,45.148491765540456,-0.7788582190112521,3
13216,428741.58357627963,4580990.002580276,428772.48147492285,4581021.1046683695,34.84129538429591,-0.7909855186184745,3
